Año,Queja,Fecha de recepción,Concepto de archivo,Autoridad presunta responsable,Tipo de Autoridad,Supuesta violación,Municipio o población
2008,9215,8/1/2008,Conciliación,Dirección de Seguridad Pública de Tecolotlán,Dirección de Seguridad Municipal,Hostigamiento sexual,Quila
2008,9403,8/15/2008,Por no tratarse de violación de D. H.,Ayuntamiento de Guadalajara,Ayuntamiento,Hostigamiento sexual,Guadalajara
2008,9403,8/15/2008,Por no tratarse de violación de D. H.,Ayuntamiento de Guadalajara,Ayuntamiento,Violación a los derechos laborales,Guadalajara
2008,9480,8/25/2008,Falta de interés,Dirección General de Seguridad Pública del Estado,Dirección General de Seguridad Pública del Estado,Retención ilegal de personas,Las Pintas
2008,9480,8/25/2008,Falta de interés,Dirección General de Seguridad Pública del Estado,Dirección General de Seguridad Pública del Estado,Amenazas,Las Pintas
2008,9480,8/25/2008,Falta de interés,Dirección General de Seguridad Pública del Estado,Dirección General de Seguridad Pública del Estado,Violación,Las Pintas
2008,9487,8/27/2008,Acumulación,Consejo Estatal para el Fomento Deportivo y E.,Consejo Estatal para el Fomento Deportivo y E.,Violación a los derechos del niño,Guadalajara
2008,9487,8/27/2008,Acumulación,Consejo Estatal para el Fomento Deportivo y E.,Consejo Estatal para el Fomento Deportivo y E.,Discriminación,Guadalajara
2008,9487,8/27/2008,Acumulación,Consejo Estatal para el Fomento Deportivo y E.,Consejo Estatal para el Fomento Deportivo y E.,Violación al derecho a la integridad y seguridad personal,Guadalajara
2008,9487,8/27/2008,Acumulación,Consejo Estatal para el Fomento Deportivo y E.,Consejo Estatal para el Fomento Deportivo y E.,Hostigamiento sexual,Guadalajara
2008,9546,9/3/2008,Conciliación,Secretaría de Educación del Estado,Secretaría de Educación del Estado,Hostigamiento sexual,Zapopan
2008,9546,9/3/2008,Conciliación,Secretaría de Educación del Estado,Secretaría de Educación del Estado,Violación a los derechos del niño,Zapopan
2008,9553,9/4/2008,Desistimiento,Secretaría de Salud,Secretaría de Salud,Hostigamiento sexual,Guadalajara
2008,9553,9/4/2008,Desistimiento,Secretaría de Salud,Secretaría de Salud,Negativa o inadecuada prestación de servicios en materia de salud,Zapopan
2008,9553,9/4/2008,Desistimiento,Secretaría de Salud,Secretaría de Salud,Hostigamiento sexual,Zapopan
2008,9553,9/4/2008,Desistimiento,Secretaría de Salud,Secretaría de Salud,Negativa o inadecuada prestación de servicios en materia de salud,Guadalajara
2008,9559,9/5/2008,Archivo definitivo,Secretaría de Educación del Estado,Secretaría de Educación del Estado,Hostigamiento sexual,Tlaquepaque
2008,9559,9/5/2008,Archivo definitivo,Secretaría de Educación del Estado,Secretaría de Educación del Estado,Violación a los derechos del niño,Tlaquepaque
2008,9643,9/22/2008,Archivo definitivo,Dirección General de Seguridad Pública del Estado,Dirección General de Seguridad Pública del Estado,Hostigamiento sexual,Tlaquepaque
2008,9838,10/10/2008,Acumulación,Dirección General de Seguridad Pública del Estado,Dirección General de Seguridad Pública del Estado,Lesiones,Lagos De Moreno
2008,9838,10/10/2008,Acumulación,Dirección General de Seguridad Pública del Estado,Dirección General de Seguridad Pública del Estado,Violación a la correspondencia,Lagos De Moreno
2008,9838,10/10/2008,Acumulación,Dirección General de Seguridad Pública del Estado,Dirección General de Seguridad Pública del Estado,Amenazas,Lagos De Moreno
2008,9838,10/10/2008,Acumulación,Dirección General de Seguridad Pública del Estado,Dirección General de Seguridad Pública del Estado,Intimidación,Lagos De Moreno
2008,9838,10/10/2008,Acumulación,Dirección General de Seguridad Pública del Estado,Dirección General de Seguridad Pública del Estado,Violación,Lagos De Moreno
2008,9838,10/10/2008,Acumulación,Dirección General de Seguridad Pública del Estado,Dirección General de Seguridad Pública del Estado,Allanamiento de morada,Lagos De Moreno
2008,9838,10/10/2008,Acumulación,Dirección General de Seguridad Pública del Estado,Dirección General de Seguridad Pública del Estado,Violación al derecho a la legalidad y seguridad jurídica,Lagos De Moreno
2008,9846,10/10/2008,Enviada a la CNDH,Secretaría de la Defensa Nacional,Secretaría de la Defensa Nacional,Intimidación,Zapopan
2008,9846,10/10/2008,Enviada a la CNDH,Secretaría de la Defensa Nacional,Secretaría de la Defensa Nacional,Violación,Zapopan
2008,9846,10/10/2008,Enviada a la CNDH,Secretaría de la Defensa Nacional,Secretaría de la Defensa Nacional,Amenazas,Zapopan
2008,10213,11/28/2008,Conciliación,Ayuntamiento de Tlajomulco de Zúñiga,Ayuntamiento,Hostigamiento sexual,Tlajomulco De Zúñiga
2009,236,1/8/2009,Conciliación,Dirección de Seguridad Pública de Ejutla,Dirección de Seguridad Municipal,Hostigamiento sexual,Ejutla
2009,1599,1/13/2009,Por no tratarse de violación de D. H.,Dirección General de Seguridad Pública del Estado,Dirección General de Seguridad Pública del Estado,Cateos y visitas domiciliarias ilegales,Tlaquepaque
2009,1599,1/13/2009,Por no tratarse de violación de D. H.,Dirección General de Seguridad Pública del Estado,Dirección General de Seguridad Pública del Estado,Hostigamiento sexual,Tlaquepaque
2009,1599,1/13/2009,Por no tratarse de violación de D. H.,Dirección General de Seguridad Pública del Estado,Dirección General de Seguridad Pública del Estado,Allanamiento de morada,Tlaquepaque
2009,2965,2/4/2009,Incompetencia,Procuraduría General de Justicia del Estado,Procuraduría General de Justicia del Estado,Violación,Guadalajara
2009,2965,2/4/2009,Incompetencia,Procuraduría General de Justicia del Estado,Procuraduría General de Justicia del Estado,Incumplimiento de la función pública en la procuración de justicia,Guadalajara
2009,2965,2/4/2009,Incompetencia,Dirección de Seguridad Pública de Guadalajara,Dirección de Seguridad Municipal,Incumplimiento de la función pública en la procuración de justicia,Guadalajara
2009,2965,2/4/2009,Incompetencia,Procuraduría General de Justicia del Estado,Procuraduría General de Justicia del Estado,Negativa de asistencia a víctimas de delito,Guadalajara
2009,2965,2/4/2009,Incompetencia,Dirección de Seguridad Pública de Guadalajara,Dirección de Seguridad Municipal,Negativa de asistencia a víctimas de delito,Guadalajara
2009,2965,2/4/2009,Incompetencia,Dirección de Seguridad Pública de Guadalajara,Dirección de Seguridad Municipal,Violación,Guadalajara
2009,3120,2/20/2009,Archivo definitivo,Dirección de Seguridad Pública de El Salto,Dirección de Seguridad Municipal,Hostigamiento sexual,El Salto
2009,3120,2/20/2009,Archivo definitivo,Dirección de Seguridad Pública de El Salto,Dirección de Seguridad Municipal,Lesiones,El Salto
2009,3120,2/20/2009,Archivo definitivo,Dirección de Seguridad Pública de El Salto,Dirección de Seguridad Municipal,Robo,El Salto
2009,3146,2/26/2009,Archivo definitivo,Ayuntamiento de Sayula,Ayuntamiento,Violación al derecho a la legalidad y seguridad jurídica,Sayula
2009,3146,2/26/2009,Archivo definitivo,Ayuntamiento de Sayula,Ayuntamiento,Ejercicio indebido de la función pública,Sayula
2009,3146,2/26/2009,Archivo definitivo,Ayuntamiento de Sayula,Ayuntamiento,Violación a los derechos de los reclusos o internos,Sayula
2009,3146,2/26/2009,Archivo definitivo,Ayuntamiento de Sayula,Ayuntamiento,Violación,Sayula
2009,3183,3/4/2009,Enviada a la CNDH,Procuraduría General de la República,Procuraduría General de la República,Ejercicio indebido de la función pública,Guadalajara
2009,3183,3/4/2009,Enviada a la CNDH,Procuraduría General de la República,Procuraduría General de la República,Discriminación por género,Guadalajara
2009,3183,3/4/2009,Enviada a la CNDH,Procuraduría General de la República,Procuraduría General de la República,Intimidación,Guadalajara
2009,3183,3/4/2009,Enviada a la CNDH,Procuraduría General de la República,Procuraduría General de la República,Hostigamiento sexual,Guadalajara
2009,4069,3/4/2009,Archivo definitivo,"Secretaría de Seguridad Pública, Prevención y Readaptación Social","Secretaría de Seguridad Pública, Prevención y Readaptación Social",Abuso sexual,Guadalajara
2009,4069,3/4/2009,Archivo definitivo,"Secretaría de Seguridad Pública, Prevención y Readaptación Social","Secretaría de Seguridad Pública, Prevención y Readaptación Social",Violación a los derechos del niño,Guadalajara
2009,4069,3/4/2009,Archivo definitivo,"Secretaría de Seguridad Pública, Prevención y Readaptación Social","Secretaría de Seguridad Pública, Prevención y Readaptación Social",Abuso sexual,Puerto Vallarta
2009,4069,3/4/2009,Archivo definitivo,"Secretaría de Seguridad Pública, Prevención y Readaptación Social","Secretaría de Seguridad Pública, Prevención y Readaptación Social",Ejercicio indebido de la función pública,Puerto Vallarta
2009,4069,3/4/2009,Archivo definitivo,"Secretaría de Seguridad Pública, Prevención y Readaptación Social","Secretaría de Seguridad Pública, Prevención y Readaptación Social",Violación a los derechos del niño,Puerto Vallarta
2009,4069,3/4/2009,Archivo definitivo,"Secretaría de Seguridad Pública, Prevención y Readaptación Social","Secretaría de Seguridad Pública, Prevención y Readaptación Social",Ejercicio indebido de la función pública,Guadalajara
2009,4096,3/9/2009,Por no tratarse de violación de D. H.,Dirección de Seguridad Pública de Tlajomulco de Zúñiga,Dirección de Seguridad Municipal,Allanamiento de morada,Tlajomulco De Zúñiga
2009,4096,3/9/2009,Por no tratarse de violación de D. H.,Dirección de Seguridad Pública de Tlajomulco de Zúñiga,Dirección de Seguridad Municipal,Cateos y visitas domiciliarias ilegales,Tlajomulco De Zúñiga
2009,4096,3/9/2009,Por no tratarse de violación de D. H.,Dirección de Seguridad Pública de Tlajomulco de Zúñiga,Dirección de Seguridad Municipal,Hostigamiento sexual,Tlajomulco De Zúñiga
2009,4132,3/14/2009,Enviada a la CNDH,Instituto Federal Electoral,Instituto Federal Electoral,Hostigamiento sexual,Guadalajara
2009,5287,4/1/2009,Archivo definitivo,Secretaría de Salud,Secretaría de Salud,Hostigamiento sexual,Guadalajara
2009,5366,4/20/2009,Conciliación,Secretaría de Educación del Estado,Secretaría de Educación del Estado,Violación a los derechos del niño,Guadalajara
2009,5366,4/20/2009,Conciliación,Secretaría de Educación del Estado,Secretaría de Educación del Estado,Hostigamiento sexual,Guadalajara
2009,6045,6/2/2009,Por no tratarse de violación de D. H.,DIF (todos 1998-2015),DIF (todos 1998-2015),Violación,Puerto Vallarta
2009,6150,6/4/2009,Conciliación,Secretaría de Salud,Secretaría de Salud,Hostigamiento sexual,Pegueros
2009,6158,6/17/2009,Conciliación,Secretaría de Educación del Estado,Secretaría de Educación del Estado,Violación a los derechos del niño,Guadalajara
2009,6158,6/17/2009,Conciliación,Secretaría de Educación del Estado,Secretaría de Educación del Estado,Hostigamiento sexual,Guadalajara
2009,7195,7/21/2009,Acumulación,Secretaría de Educación del Estado,Secretaría de Educación del Estado,Violación a los derechos del niño,Arenal
2009,7195,7/21/2009,Acumulación,Secretaría de Educación del Estado,Secretaría de Educación del Estado,Hostigamiento sexual,Arenal
2009,7568,8/20/2009,Por no tratarse de violación de D. H.,Secretaría de Salud,Secretaría de Salud,Abuso sexual,Puerto Vallarta
2009,7775,9/3/2009,Se emitió recomendación,Ayuntamiento de Guadalajara,Ayuntamiento,Hostigamiento sexual,Tlajomulco De Zúñiga
2009,8217,10/7/2009,Por no tratarse de violación de D. H.,Secretaría de Educación del Estado,Secretaría de Educación del Estado,Hostigamiento sexual,Ciudad Guzmán
2009,8217,10/7/2009,Por no tratarse de violación de D. H.,Secretaría de Educación del Estado,Secretaría de Educación del Estado,Ejercicio indebido de la función pública,Ciudad Guzmán
2009,8283,10/10/2009,Conciliación,Secretaría de Educación del Estado,Secretaría de Educación del Estado,Violación,Zapopan
2009,8283,10/10/2009,Conciliación,Secretaría de Educación del Estado,Secretaría de Educación del Estado,Intimidación,Zapopan
2009,8283,10/10/2009,Conciliación,Secretaría de Educación del Estado,Secretaría de Educación del Estado,Violación a los derechos del niño,Zapopan
2009,8967,11/17/2009,Archivo definitivo,Secretaría de Educación del Estado,Secretaría de Educación del Estado,Abuso sexual,Zapopan
2009,8967,11/17/2009,Archivo definitivo,Secretaría de Educación del Estado,Secretaría de Educación del Estado,Violación a los derechos del niño,Zapopan
2009,8990,11/20/2009,Desistimiento,Secretaría de Educación del Estado,Secretaría de Educación del Estado,Violación a los derechos del niño,Guadalajara
2009,8990,11/20/2009,Desistimiento,Secretaría de Educación del Estado,Secretaría de Educación del Estado,Hostigamiento sexual,Guadalajara
2009,9023,11/25/2009,Acumulación,Secretaría de Educación del Estado,Secretaría de Educación del Estado,Violación a los derechos del niño,Ciudad Guzmán
2009,9023,11/25/2009,Acumulación,Secretaría de Educación del Estado,Secretaría de Educación del Estado,Hostigamiento sexual,Ciudad Guzmán
2009,9023,11/25/2009,Acumulación,Secretaría de Salud,Secretaría de Salud,Hostigamiento sexual,Ciudad Guzmán
2009,9023,11/25/2009,Acumulación,Secretaría de Salud,Secretaría de Salud,Violación a los derechos del niño,Ciudad Guzmán
2009,9032,11/26/2009,Se emitió recomendación,Secretaría de Educación del Estado,Secretaría de Educación del Estado,Hostigamiento sexual,Guadalajara
2009,9032,11/26/2009,Se emitió recomendación,Secretaría de Educación del Estado,Secretaría de Educación del Estado,Violación a los derechos del niño,Guadalajara
2009,9033,11/26/2009,Acumulación,Secretaría de Educación del Estado,Secretaría de Educación del Estado,Violación a los derechos del niño,Guadalajara
2009,9033,11/26/2009,Acumulación,Secretaría de Educación del Estado,Secretaría de Educación del Estado,Hostigamiento sexual,Guadalajara
2009,15620,12/3/2009,Acumulación,Secretaría de Educación del Estado,Secretaría de Educación del Estado,Hostigamiento sexual,Tlaquepaque
2009,15620,12/3/2009,Acumulación,Secretaría de Educación del Estado,Secretaría de Educación del Estado,Abuso sexual,Guadalajara
2009,15620,12/3/2009,Acumulación,Secretaría de Educación del Estado,Secretaría de Educación del Estado,Abuso sexual,Tlaquepaque
2009,15620,12/3/2009,Acumulación,Secretaría de Educación del Estado,Secretaría de Educación del Estado,Violación,Guadalajara
2009,15620,12/3/2009,Acumulación,Secretaría de Educación del Estado,Secretaría de Educación del Estado,Hostigamiento sexual,Guadalajara
2009,15620,12/3/2009,Acumulación,Secretaría de Educación del Estado,Secretaría de Educación del Estado,Violación,Tlaquepaque
2009,15670,12/11/2009,Desistimiento,Instituto Jalisciense de Asistencia Social,Instituto Jalisciense de Asistencia Social,Hostigamiento sexual,Guadalajara
2009,15672,12/11/2009,Se emitió recomendación,"Dirección General de Seguridad Pública, Protección Civil y Bomberos de Zapopan",Direcciónde Seguridad Municipal,Violación a los derechos del niño,Guadalajara
2009,15672,12/11/2009,Se emitió recomendación,"Dirección General de Seguridad Pública, Protección Civil y Bomberos de Zapopan",Direcciónde Seguridad Municipal,Abuso sexual,Guadalajara
2009,15672,12/11/2009,Se emitió recomendación,"Dirección General de Seguridad Pública, Protección Civil y Bomberos de Zapopan",Direcciónde Seguridad Municipal,Violación a los derechos del niño,Zapopan
2009,15672,12/11/2009,Se emitió recomendación,"Dirección General de Seguridad Pública, Protección Civil y Bomberos de Zapopan",Direcciónde Seguridad Municipal,Abuso sexual,Zapopan
2010,416,1/26/2010,Improcedencia,Procuraduría General de Justicia del Estado,Procuraduría General de Justicia del Estado,Ejercicio indebido de la función pública,Arandas
2010,416,1/26/2010,Improcedencia,Procuraduría General de Justicia del Estado,Procuraduría General de Justicia del Estado,Detención arbitraria,Arandas
2010,416,1/26/2010,Improcedencia,Procuraduría General de Justicia del Estado,Procuraduría General de Justicia del Estado,Hostigamiento sexual,Arandas
2010,2237,4/22/2010,Desistimiento,Dirección de Seguridad Pública de Tonalá,Dirección de Seguridad Municipal,Abuso sexual,Tonalá
2010,2237,4/22/2010,Desistimiento,Dirección de Seguridad Pública de Tonalá,Dirección de Seguridad Municipal,Intimidación,Tonalá
2010,2237,4/22/2010,Desistimiento,Dirección de Seguridad Pública de Tonalá,Dirección de Seguridad Municipal,Lesiones,Tonalá
2010,2237,4/22/2010,Desistimiento,Dirección de Seguridad Pública de Tonalá,Dirección de Seguridad Municipal,Amenazas,Tonalá
2010,2237,4/22/2010,Desistimiento,Dirección de Seguridad Pública de Tonalá,Dirección de Seguridad Municipal,Violación al derecho a la legalidad y seguridad jurídica,Tonalá
2010,2237,4/22/2010,Desistimiento,Dirección de Seguridad Pública de Tonalá,Dirección de Seguridad Municipal,Allanamiento de morada,Tonalá
2010,5020,5/17/2010,Se emitió recomendación,Secretaría de Educación del Estado,Secretaría de Educación del Estado,Hostigamiento sexual,Zapopan
2010,5020,5/17/2010,Se emitió recomendación,Secretaría de Educación del Estado,Secretaría de Educación del Estado,Violación,Zapopan
2010,5020,5/17/2010,Se emitió recomendación,Secretaría de Educación del Estado,Secretaría de Educación del Estado,Violación a los derechos del niño,Zapopan
2010,5053,5/21/2010,Conciliación,Dirección de Seguridad Pública de Ocotlán,Dirección de Seguridad Municipal,Lesiones,Ocotlán
2010,5053,5/21/2010,Conciliación,Dirección de Seguridad Pública de Ocotlán,Dirección de Seguridad Municipal,Prestación indebida del servicio público,Ocotlán
2010,5053,5/21/2010,Conciliación,Dirección de Seguridad Pública de Ocotlán,Dirección de Seguridad Municipal,Hostigamiento sexual,Ocotlán
2010,6123,6/11/2010,Archivo definitivo,Procuraduría General de Justicia del Estado,Procuraduría General de Justicia del Estado,Violación a los derechos del niño,Zapopan
2010,6123,6/11/2010,Archivo definitivo,Secretaría de Educación del Estado,Secretaría de Educación del Estado,Incumplimiento de la función pública en la procuración de justicia,Zapopan
2010,6123,6/11/2010,Archivo definitivo,Secretaría de Educación del Estado,Secretaría de Educación del Estado,Violación a los derechos del niño,Zapopan
2010,6123,6/11/2010,Archivo definitivo,Procuraduría General de Justicia del Estado,Procuraduría General de Justicia del Estado,Incumplimiento de la función pública en la procuración de justicia,Zapopan
2010,6123,6/11/2010,Archivo definitivo,Procuraduría General de Justicia del Estado,Procuraduría General de Justicia del Estado,Hostigamiento sexual,Zapopan
2010,6123,6/11/2010,Archivo definitivo,Secretaría de Educación del Estado,Secretaría de Educación del Estado,Hostigamiento sexual,Zapopan
2010,6833,7/13/2010,Falta de interés,Procuraduría General de Justicia del Estado,Procuraduría General de Justicia del Estado,Cateos y visitas domiciliarias ilegales,Guadalajara
2010,6833,7/13/2010,Falta de interés,Procuraduría General de Justicia del Estado,Procuraduría General de Justicia del Estado,Abuso sexual,Guadalajara
2010,8031,8/12/2010,Por no tratarse de violación de D. H.,"Centro de Observación, Clasificación y Diagnostico del Estado de Jalisco","Centro de Observación, Clasificación y Diagnostico del Estado de Jalisco",Abuso sexual,Zapopan
2010,8074,8/17/2010,Archivo definitivo,Siapa,Siapa,Hostigamiento sexual,Guadalajara
2010,8172,8/24/2010,Conciliación,Secretaría de Educación del Estado,Secretaría de Educación del Estado,Violación,Arenal
2010,8172,8/24/2010,Conciliación,Secretaría de Educación del Estado,Secretaría de Educación del Estado,Violación a los derechos del niño,Arenal
2010,8227,9/3/2010,Acumulación,Secretaría de Salud,Secretaría de Salud,Hostigamiento sexual,Chimaltitán
2010,8822,9/29/2010,Conciliación,Dirección de Seguridad Pública de Jesús María,Dirección de Seguridad Municipal,Hostigamiento sexual,Jesús María
2010,8822,9/29/2010,Conciliación,Dirección de Seguridad Pública de Jesús María,Dirección de Seguridad Municipal,Lesiones,Jesús María
2010,9277,10/18/2010,Desistimiento,Secretaría de Educación del Estado,Secretaría de Educación del Estado,Hostigamiento sexual,Tomatlán
2010,9324,10/22/2010,Conciliación,Secretaría de Educación del Estado,Secretaría de Educación del Estado,Violación a los derechos del niño,Tonalá
2010,9324,10/22/2010,Conciliación,Secretaría de Educación del Estado,Secretaría de Educación del Estado,Hostigamiento sexual,Tonalá
2010,9327,10/23/2010,Improcedencia,Dirección General de Seguridad Pública del Estado,Dirección General de Seguridad Pública del Estado,Abuso sexual,Tlajomulco De Zúñiga
2010,9327,10/23/2010,Improcedencia,Dirección General de Seguridad Pública del Estado,Dirección General de Seguridad Pública del Estado,Hostigamiento sexual,Tlajomulco De Zúñiga
2010,10372,11/8/2010,Archivo definitivo,Secretaría de Educación del Estado,Secretaría de Educación del Estado,Hostigamiento sexual,Tonalá
2010,11820,11/18/2010,Se emitió recomendación,Secretaría de Educación del Estado,Secretaría de Educación del Estado,Abuso sexual,Zapopan
2010,11820,11/18/2010,Se emitió recomendación,Secretaría de Educación del Estado,Secretaría de Educación del Estado,Violación a los derechos del niño,Zapopan
2010,11826,11/19/2010,Conciliación,Secretaría de Educación del Estado,Secretaría de Educación del Estado,Hostigamiento sexual,Guadalajara
2011,1552,1/28/2011,Por no tratarse de violación de D. H.,Ayuntamiento de San Martín Hidalgo,Ayuntamiento,Violación al derecho a la legalidad y seguridad jurídica,San Martín Hidalgo
2011,1552,1/28/2011,Por no tratarse de violación de D. H.,Ayuntamiento de San Martín Hidalgo,Ayuntamiento,Intimidación,San Martín Hidalgo
2011,1552,1/28/2011,Por no tratarse de violación de D. H.,Ayuntamiento de San Martín Hidalgo,Ayuntamiento,Violación al derecho a la integridad y seguridad personal,San Martín Hidalgo
2011,1552,1/28/2011,Por no tratarse de violación de D. H.,Ayuntamiento de San Martín Hidalgo,Ayuntamiento,Amenazas,San Martín Hidalgo
2011,1552,1/28/2011,Por no tratarse de violación de D. H.,Ayuntamiento de San Martín Hidalgo,Ayuntamiento,Hostigamiento sexual,San Martín Hidalgo
2011,1817,3/1/2011,Por no tratarse de violación de D. H.,Procuraduría General de Justicia del Estado,Procuraduría General de Justicia del Estado,Incumplimiento de la función pública en la procuración de justicia,Guadalajara
2011,1817,3/1/2011,Por no tratarse de violación de D. H.,Procuraduría General de Justicia del Estado,Procuraduría General de Justicia del Estado,Hostigamiento sexual,Guadalajara
2011,1817,3/1/2011,Por no tratarse de violación de D. H.,Procuraduría General de Justicia del Estado,Procuraduría General de Justicia del Estado,Extorsión,Guadalajara
2011,2084,4/6/2011,Desistimiento,Quien resulte responsable,Quien resulte responsable,Hostigamiento sexual,San Martín De Las Flores
2011,2084,4/6/2011,Desistimiento,Quien resulte responsable,Quien resulte responsable,Ejercicio indebido de la función pública,San Martín De Las Flores
2011,2084,4/6/2011,Desistimiento,Quien resulte responsable,Quien resulte responsable,Prestación indebida del servicio público,San Martín De Las Flores
2011,2403,4/22/2011,Falta de ratificación,Dirección de Seguridad Pública de Guadalajara,Dirección de Seguridad Municipal,Intimidación,Guadalajara
2011,2403,4/22/2011,Falta de ratificación,Dirección de Seguridad Pública de Guadalajara,Dirección de Seguridad Municipal,Amenazas,Guadalajara
2011,2403,4/22/2011,Falta de ratificación,Dirección de Seguridad Pública de Tonalá,Dirección de Seguridad Municipal,Intimidación,Guadalajara
2011,2403,4/22/2011,Falta de ratificación,Dirección de Seguridad Pública de Tonalá,Dirección de Seguridad Municipal,Amenazas,Guadalajara
2011,2403,4/22/2011,Falta de ratificación,Dirección de Seguridad Pública de Tonalá,Dirección de Seguridad Municipal,Hostigamiento sexual,Guadalajara
2011,2403,4/22/2011,Falta de ratificación,Dirección de Seguridad Pública de Guadalajara,Dirección de Seguridad Municipal,Hostigamiento sexual,Guadalajara
2011,2686,5/16/2011,Archivo definitivo,Secretaría de Educación del Estado,Secretaría de Educación del Estado,Hostigamiento sexual,Guadalajara
2011,2868,5/27/2011,Archivo definitivo,Secretaría de Educación del Estado,Secretaría de Educación del Estado,Lesiones,Guadalajara
2011,2868,5/27/2011,Archivo definitivo,Secretaría de Educación del Estado,Secretaría de Educación del Estado,Violación a los derechos del niño,Guadalajara
2011,2868,5/27/2011,Archivo definitivo,Secretaría de Educación del Estado,Secretaría de Educación del Estado,Violación,Guadalajara
2011,2868,5/27/2011,Archivo definitivo,Secretaría de Educación del Estado,Secretaría de Educación del Estado,Violación al derecho a la integridad y seguridad personal,Guadalajara
2011,4082,7/26/2011,Conciliación,Secretaría de Educación del Estado,Secretaría de Educación del Estado,Violación a los derechos del niño,Ixtlahuacán De Los Membrillos
2011,4082,7/26/2011,Conciliación,Secretaría de Educación del Estado,Secretaría de Educación del Estado,Hostigamiento sexual,Chapala
2011,4082,7/26/2011,Conciliación,Secretaría de Educación del Estado,Secretaría de Educación del Estado,Violación a los derechos del niño,Chapala
2011,4082,7/26/2011,Conciliación,Secretaría de Educación del Estado,Secretaría de Educación del Estado,Hostigamiento sexual,Ixtlahuacán De Los Membrillos
2011,4095,7/28/2011,Desistimiento,Ayuntamiento de Guadalajara,Ayuntamiento,Violación a los derechos laborales,Guadalajara
2011,4095,7/28/2011,Desistimiento,Ayuntamiento de Guadalajara,Ayuntamiento,Hostigamiento sexual,Guadalajara
2011,4530,8/23/2011,Desistimiento,"Dirección de Seguridad Pública, Tránsito y Bomberos de Puerto Vallarta",Dirección de Seguridad Municipal,Hostigamiento sexual,Puerto Vallarta
2011,4547,8/26/2011,Enviada a la CNDH,Delegación del IMSS en el Estado,Delegación del IMSS en el Estado,Negativa o inadecuada prestación de servicios en materia de salud,Guadalajara
2011,4547,8/26/2011,Enviada a la CNDH,Delegación del IMSS en el Estado,Delegación del IMSS en el Estado,Hostigamiento sexual,Guadalajara
2011,5012,9/26/2011,Archivo definitivo,Secretaría de Salud,Secretaría de Salud,Amenazas,Guadalajara
2011,5012,9/26/2011,Archivo definitivo,Secretaría de Salud,Secretaría de Salud,Intimidación,Colotlán
2011,5012,9/26/2011,Archivo definitivo,Secretaría de Salud,Secretaría de Salud,Hostigamiento sexual,Colotlán
2011,5012,9/26/2011,Archivo definitivo,Secretaría de Salud,Secretaría de Salud,Amenazas,Colotlán
2011,5012,9/26/2011,Archivo definitivo,Secretaría de Salud,Secretaría de Salud,Hostigamiento sexual,Guadalajara
2011,5012,9/26/2011,Archivo definitivo,Secretaría de Salud,Secretaría de Salud,Intimidación,Guadalajara
2011,5111,10/7/2011,Archivo definitivo,Dirección General de Seguridad Pública del Estado,Dirección General de Seguridad Pública del Estado,Violación al derecho a la libertad de tránsito y residencia,Tonalá
2011,5111,10/7/2011,Archivo definitivo,Dirección General de Seguridad Pública del Estado,Dirección General de Seguridad Pública del Estado,Abuso sexual,Tonalá
2011,5226,10/20/2011,Conciliación,Ayuntamiento de Tlaquepaque,Ayuntamiento,Hostigamiento sexual,Tlaquepaque
2011,5226,10/20/2011,Conciliación,Ayuntamiento de Tlaquepaque,Ayuntamiento,Ejercicio indebido de la función pública,Tlaquepaque
2011,5251,10/20/2011,Archivo definitivo,Secretaría de Educación del Estado,Secretaría de Educación del Estado,Violación a los derechos del niño,Villa Guerrero
2011,5251,10/20/2011,Archivo definitivo,Secretaría de Educación del Estado,Secretaría de Educación del Estado,Abuso sexual,Villa Guerrero
2011,5383,11/11/2011,Conciliación,Secretaría de Salud,Secretaría de Salud,Hostigamiento sexual,Amatitán
2011,5476,11/24/2011,Conciliación,Secretaría de Educación del Estado,Secretaría de Educación del Estado,Hostigamiento sexual,San Sebastianito
2011,5481,11/24/2011,Acumulación,Secretaría de Educación del Estado,Secretaría de Educación del Estado,Hostigamiento sexual,San Sebastianito
2011,5482,11/24/2011,Acumulación,Secretaría de Educación del Estado,Secretaría de Educación del Estado,Hostigamiento sexual,San Sebastianito
2011,5498,11/25/2011,Desistimiento,Secretaría de Educación del Estado,Secretaría de Educación del Estado,Hostigamiento sexual,Tala
2011,5498,11/25/2011,Desistimiento,Secretaría de Educación del Estado,Secretaría de Educación del Estado,Violación a los derechos del niño,Tala
2011,5693,12/15/2011,Archivo definitivo,Secretaría de Salud,Secretaría de Salud,Hostigamiento sexual,Guadalajara
2011,5693,12/15/2011,Archivo definitivo,Secretaría de Salud,Secretaría de Salud,Intimidación,Guadalajara
2011,5693,12/15/2011,Archivo definitivo,Secretaría de Salud,Secretaría de Salud,Amenazas,Guadalajara
2012,3380,2/9/2012,Falta de ratificación,Procuraduría General de Justicia del Estado,Procuraduría General de Justicia del Estado,Violación al derecho a la integridad y seguridad personal,Guadalajara
2012,3380,2/9/2012,Falta de ratificación,Procuraduría General de Justicia del Estado,Procuraduría General de Justicia del Estado,Violación,Guadalajara
2012,3380,2/9/2012,Falta de ratificación,Procuraduría General de Justicia del Estado,Procuraduría General de Justicia del Estado,Violación a los derechos del niño,Guadalajara
